0	11.634	18.217	3	3	23.268	36.434	0	0	5.817	9.1085
0.1	11.2106	17.7727	3	3	22.4212	35.5454	0	0	-0.211706	-0.222142
0.2	10.806	17.3293	3	3	21.6119	34.6586	0	0	-0.202315	-0.221713
0.3	10.4126	16.8867	3	3	20.8253	33.7734	0	0	-0.196656	-0.221302
0.4	10.0283	16.4449	3	3	20.0567	32.8898	0	0	-0.192158	-0.220898
0.5	9.65167	16.0039	3	3	19.3033	32.0078	0	0	-0.188331	-0.220499
0.6	9.28175	15.5637	3	3	18.5635	31.1274	0	0	-0.184958	-0.220104
0.7	8.91792	15.1243	3	3	17.8358	30.2485	0	0	-0.181916	-0.219712
0.8	8.55965	14.6856	3	3	17.1193	29.3712	0	0	-0.179132	-0.219323
0.9	8.20655	14.2477	3	3	16.4131	28.4955	0	0	-0.176555	-0.218937
1	7.85825	13.8106	3	3	15.7165	27.6213	0	0	-0.174148	-0.218554
1.1	7.51448	13.3743	3	3	15.029	26.7486	0	0	-0.171886	-0.218174
1.2	7.17498	12.9387	3	3	14.35	25.8774	0	0	-0.169749	-0.217795
1.3	6.83954	12.5039	3	3	13.6791	25.0077	0	0	-0.167719	-0.217419
1.4	6.50797	12.0698	3	3	13.0159	24.1395	0	0	-0.165785	-0.217045
1.5	6.1801	11.6364	3	3	12.3602	23.2728	0	0	-0.163936	-0.216673
1.6	5.85577	11.2038	3	3	11.7115	22.4076	0	0	-0.162163	-0.216303
1.7	5.53485	10.7719	3	3	11.0697	21.5439	0	0	-0.160459	-0.215934
1.8	5.21721	10.3408	3	3	10.4344	20.6816	0	0	-0.158818	-0.215568
1.9	4.90275	9.9104	3	3	9.80549	19.8208	0	0	-0.157234	-0.215203
2	4.59134	9.48072	3	3	9.18268	18.9614	0	0	-0.155703	-0.21484
2.1	4.2829	9.05176	3	3	8.5658	18.1035	0	0	-0.15422	-0.214479
2.2	3.97733	8.62353	3	3	7.95467	17.2471	0	0	-0.152783	-0.214119
2.3	3.67456	8.196	3	3	7.34912	16.392	0	0	-0.151387	-0.213761
2.4	3.3745	7.7692	3	3	6.74899	15.5384	0	0	-0.150031	-0.213404
2.5	3.07707	7.3431	3	3	6.15414	14.6862	0	0	-0.148712	-0.213049
2.6	2.78222	6.91771	3	3	5.56444	13.8354	0	0	-0.147426	-0.212695
2.7	2.48987	6.49302	3	3	4.97974	12.986	0	0	-0.146174	-0.212343
2.8	2.19997	6.06904	3	3	4.39994	12.1381	0	0	-0.144952	-0.211991
2.9	1.91245	5.64576	3	3	3.8249	11.2915	0	0	-0.143758	-0.211642
3	1.62727	5.22317	3	3	3.25453	10.4463	0	0	-0.142593	-0.211293
3.1	1.34436	4.80128	2.61449	3	2.68872	9.60256	0.0672181	0	-0.141453	-0.210946
3.2	1.1206	4.3803	2.25257	3	2.2412	8.7606	0.123248	0	-0.11188	-0.210489
3.3	0.95202	3.96065	1.9906	3	1.90404	7.92131	0.170849	0	-0.0842906	-0.209823
3.4	0.823422	3.54267	1.79457	3	1.64684	7.08534	0.21202	0	-0.064299	-0.208992
3.5	0.724757	3.12657	1.64844	3	1.44951	6.25315	0.248258	0	-0.0493326	-0.208049
3.6	0.648422	2.71252	1.53936	3	1.29684	5.42503	0.280679	0	-0.0381672	-0.207029
3.7	0.588777	2.3006	1.45785	3	1.17755	4.6012	0.310118	0	-0.0298229	-0.205958
3.8	0.54162	1.89089	1.39686	3	1.08324	3.78178	0.337199	0	-0.0235785	-0.204855
3.9	0.503826	1.48342	1.35115	2.83729	1.00765	2.96685	0.36239	0.0741712	-0.0188969	-0.203733
4	0.473069	1.10226	1.3168	2.14323	0.946137	2.20452	0.386044	0.129284	-0.0153787	-0.190581
4.1	0.447615	0.825777	1.29093	1.68388	0.89523	1.65155	0.408424	0.170573	-0.0127268	-0.138243
4.2	0.426174	0.618668	1.27136	1.33529	0.852349	1.23734	0.429733	0.201507	-0.0107203	-0.103554
4.3	0.407785	0.46417	1.2565	1.07581	0.81557	0.928341	0.450122	0.224715	-0.0091948	-0.0772489
4.4	0.391729	0.348815	1.24514	0.882107	0.783458	0.697629	0.469709	0.242156	-0.00802798	-0.0576779
4.5	0.377471	0.262659	1.2364	0.737528	0.754942	0.525317	0.488582	0.255289	-0.00712884	-0.043078
4.6	0.364612	0.19828	1.22961	0.629573	0.729224	0.39656	0.506813	0.265203	-0.00642965	-0.0321893
4.7	0.352852	0.150145	1.22428	0.548933	0.705704	0.30029	0.524456	0.27271	-0.00588	-0.0240673
4.8	0.341967	0.114128	1.22005	0.488665	0.683934	0.228257	0.541554	0.278416	-0.00544238	-0.0180084
4.9	0.331789	0.0871527	1.21663	0.443592	0.663579	0.174305	0.558143	0.282774	-0.00508886	-0.0134879
5	0.322192	0.0669236	1.21384	0.409853	0.644384	0.133847	0.574253	0.28612	-0.00479864	-0.0101146
5.1	0.31308	0.05173	1.21151	0.38457	0.626159	0.10346	0.589907	0.288707	-0.00455623	-0.00759679
5.2	0.304379	0.0402958	1.20953	0.365596	0.608759	0.0805917	0.605126	0.290722	-0.00435007	-0.00571707
5.3	0.296036	0.0316694	1.20783	0.35133	0.592073	0.0633387	0.619928	0.292305	-0.00417156	-0.00431324
5.4	0.288008	0.0251407	1.20633	0.340579	0.576016	0.0502813	0.634328	0.293562	-0.00401428	-0.00326435
5.5	0.280261	0.0201803	1.20499	0.332451	0.560522	0.0403605	0.648341	0.294571	-0.00387344	-0.00248021
5.6	0.27277	0.0163931	1.20377	0.326283	0.54554	0.0327862	0.66198	0.295391	-0.00374544	-0.00189357
5.7	0.265515	0.0134846	1.20266	0.32158	0.53103	0.0269691	0.675255	0.296065	-0.00362762	-0.00145428
5.8	0.258479	0.0112347	1.20162	0.317971	0.516958	0.0224694	0.688179	0.296627	-0.00351795	-0.00112493
5.9	0.251649	0.00947944	1.20065	0.315182	0.503298	0.0189589	0.700762	0.297101	-0.00341492	-0.000877635
6	0.245014	0.00809626	1.19972	0.313006	0.490029	0.0161925	0.713013	0.297505	-0.00331739	-0.000691588
6.1	0.238565	0.00699371	1.19885	0.311291	0.477131	0.0139874	0.724941	0.297855	-0.00322451	-0.000551275
6.2	0.232294	0.00610347	1.19801	0.309922	0.464588	0.0122069	0.736556	0.29816	-0.00313561	-0.000445123
6.3	0.226194	0.00537446	1.1972	0.308813	0.452387	0.0107489	0.747865	0.298429	-0.00305019	-0.000364501
6.4	0.220258	0.00476852	1.19643	0.307902	0.440516	0.00953704	0.758878	0.298667	-0.00296787	-0.000302971
6.5	0.214481	0.00425706	1.19568	0.307139	0.428962	0.00851412	0.769602	0.29888	-0.00288834	-0.00025573
6.6	0.208859	0.00381867	1.19495	0.306489	0.417717	0.00763734	0.780045	0.299071	-0.00281137	-0.000219195
6.7	0.203385	0.00343729	1.19425	0.305927	0.40677	0.00687458	0.790214	0.299243	-0.00273676	-0.000190691
6.8	0.198056	0.00310084	1.19357	0.305432	0.396112	0.00620169	0.800117	0.299398	-0.00266437	-0.000168223
6.9	0.192868	0.00280024	1.1929	0.304988	0.385736	0.00560049	0.809761	0.299538	-0.00259407	-0.0001503
7	0.187817	0.00252862	1.19226	0.304586	0.375633	0.00505724	0.819151	0.299665	-0.00252576	-0.000135812
7.1	0.182898	0.00228077	1.19163	0.304216	0.365796	0.00456153	0.828296	0.299779	-0.00245934	-0.000123926
7.2	0.178108	0.00205272	1.19102	0.303873	0.356217	0.00410544	0.837202	0.299881	-0.00239474	-0.000114022
7.3	0.173445	0.00184145	1.19043	0.303551	0.346889	0.00368291	0.845874	0.299973	-0.00233188	-0.000105634
7.4	0.168903	0.00164462	1.18985	0.303246	0.337806	0.00328924	0.854319	0.300056	-0.00227072	-9.84157e-005
7.5	0.164481	0.00146041	1.18929	0.302957	0.328962	0.00292082	0.862543	0.300129	-0.00221119	-9.21054e-005
7.6	0.160174	0.0012874	1.18875	0.302681	0.320349	0.00257479	0.870552	0.300193	-0.00215325	-8.65076e-005
7.7	0.155981	0.00112445	1.18822	0.302417	0.311961	0.00224889	0.878351	0.300249	-0.00209683	-8.14753e-005
7.8	0.151897	0.00097065	1.1877	0.302162	0.303794	0.0019413	0.885946	0.300298	-0.00204191	-7.68976e-005
7.9	0.14792	0.000825269	1.18719	0.301917	0.29584	0.00165054	0.893342	0.300339	-0.00198843	-7.26906e-005
8	0.144047	0.000687687	1.1867	0.30168	0.288094	0.00137537	0.900544	0.300373	-0.00193637	-6.87908e-005
8.1	0.140276	0.000557388	1.18622	0.301451	0.280552	0.00111478	0.907558	0.300401	-0.00188566	-6.51495e-005
8.2	0.136603	0.000433929	1.18576	0.301229	0.273207	0.000867858	0.914388	0.300423	-0.00183629	-6.17297e-005
8.3	0.133027	0.000316924	1.1853	0.301014	0.266054	0.000633848	0.921039	0.300439	-0.00178822	-5.85025e-005
8.4	0.129544	0.000206033	1.18486	0.300806	0.259088	0.000412065	0.927517	0.300449	-0.0017414	-5.54455e-005
8.5	0.126152	0.00010095	1.18443	0.300604	0.252305	0.000201901	0.933824	0.300454	-0.00169581	-5.25412e-005
8.6	0.12285	1.39948e-006	1.18401	0.300407	0.245699	2.79896e-006	0.939967	0.300454	-0.00165142	-4.97754e-005
8.7	0.119633	-9.28741e-005	1.18361	0.300217	0.239266	-0.000185748	0.945948	0.30045	-0.00160819	-4.71368e-005
8.8	0.116501	-0.000182106	1.18321	0.300032	0.233002	-0.000364212	0.951773	0.30044	-0.00156609	-4.46161e-005
8.9	0.113451	-0.000266517	1.18282	0.299852	0.226902	-0.000533034	0.957446	0.300427	-0.00152509	-4.22054e-005
9	0.110481	-0.000346314	1.18245	0.299677	0.220961	-0.000692628	0.96297	0.30041	-0.00148517	-3.98984e-005
9.1	0.107588	-0.000421692	1.18208	0.299508	0.215176	-0.000843384	0.968349	0.300389	-0.00144629	-3.76891e-005
9.2	0.104771	-0.000492838	1.18172	0.299343	0.209542	-0.000985676	0.973588	0.300364	-0.00140843	-3.55728e-005
9.3	0.102028	-0.000559928	1.18137	0.299183	0.204056	-0.00111986	0.978689	0.300336	-0.00137156	-3.3545e-005
9.4	0.0993567	-0.000623131	1.18103	0.299027	0.198713	-0.00124626	0.983657	0.300305	-0.00133565	-3.16017e-005
9.5	0.0967553	-0.00068261	1.1807	0.298876	0.193511	-0.00136522	0.988495	0.300271	-0.00130069	-2.97393e-005
9.6	0.094222	-0.000738519	1.18038	0.298729	0.188444	-0.00147704	0.993206	0.300234	-0.00126664	-2.79544e-005
9.7	0.0917551	-0.000791007	1.18007	0.298586	0.18351	-0.00158201	0.997794	0.300194	-0.00123348	-2.62439e-005
9.8	0.0893527	-0.000840217	1.17977	0.298447	0.178705	-0.00168043	1.00226	0.300152	-0.00120119	-2.46049e-005
9.9	0.0870132	-0.000886286	1.17947	0.298312	0.174026	-0.00177257	1.00661	0.300108	-0.00116974	-2.30346e-005
10	0.084735	-0.000929347	1.17918	0.298181	0.16947	-0.00185869	1.01085	0.300062	-0.00113912	-2.15304e-005
10.1	0.0825164	-0.000969526	1.1789	0.298054	0.165033	-0.00193905	1.01497	0.300013	-0.00110929	-2.00898e-005
