0	21.875	22.716	3	3	43.75	45.432	0	0	10.9375	11.358
0.1	21.4516	22.2717	3	3	42.9032	44.5434	0	0	-0.211706	-0.222142
0.2	21.047	21.8283	3	3	42.0939	43.6566	0	0	-0.202315	-0.221713
0.3	20.6536	21.3857	3	3	41.3073	42.7714	0	0	-0.196656	-0.221302
0.4	20.2693	20.9439	3	3	40.5387	41.8878	0	0	-0.192158	-0.220898
0.5	19.8927	20.5029	3	3	39.7853	41.0058	0	0	-0.188331	-0.220499
0.6	19.5228	20.0627	3	3	39.0455	40.1254	0	0	-0.184958	-0.220104
0.7	19.1589	19.6233	3	3	38.3178	39.2465	0	0	-0.181916	-0.219712
0.8	18.8007	19.1846	3	3	37.6013	38.3692	0	0	-0.179132	-0.219323
0.9	18.4475	18.7467	3	3	36.8951	37.4935	0	0	-0.176555	-0.218937
1	18.0992	18.3096	3	3	36.1985	36.6193	0	0	-0.174148	-0.218554
1.1	17.7555	17.8733	3	3	35.511	35.7466	0	0	-0.171886	-0.218174
1.2	17.416	17.4377	3	3	34.832	34.8754	0	0	-0.169749	-0.217795
1.3	17.0805	17.0029	3	3	34.1611	34.0057	0	0	-0.167719	-0.217419
1.4	16.749	16.5688	3	3	33.4979	33.1375	0	0	-0.165785	-0.217045
1.5	16.4211	16.1354	3	3	32.8422	32.2708	0	0	-0.163936	-0.216673
1.6	16.0968	15.7028	3	3	32.1935	31.4056	0	0	-0.162163	-0.216303
1.7	15.7758	15.2709	3	3	31.5517	30.5419	0	0	-0.160459	-0.215934
1.8	15.4582	14.8398	3	3	30.9164	29.6796	0	0	-0.158818	-0.215568
1.9	15.1437	14.4094	3	3	30.2875	28.8188	0	0	-0.157234	-0.215203
2	14.8323	13.9797	3	3	29.6647	27.9594	0	0	-0.155703	-0.21484
2.1	14.5239	13.5508	3	3	29.0478	27.1015	0	0	-0.15422	-0.214479
2.2	14.2183	13.1225	3	3	28.4367	26.2451	0	0	-0.152783	-0.214119
2.3	13.9156	12.695	3	3	27.8311	25.39	0	0	-0.151387	-0.213761
2.4	13.6155	12.2682	3	3	27.231	24.5364	0	0	-0.150031	-0.213404
