0	20.035	26.516	3	3	40.07	53.032	0	0	10.0175	13.258
0.1	19.6116	26.0717	3	3	39.2232	52.1434	0	0	-0.211706	-0.222142
0.2	19.207	25.6283	3	3	38.4139	51.2566	0	0	-0.202315	-0.221713
0.3	18.8136	25.1857	3	3	37.6273	50.3714	0	0	-0.196656	-0.221302
0.4	18.4293	24.7439	3	3	36.8587	49.4878	0	0	-0.192158	-0.220898
0.5	18.0527	24.3029	3	3	36.1053	48.6058	0	0	-0.188331	-0.220499
0.6	17.6828	23.8627	3	3	35.3655	47.7254	0	0	-0.184958	-0.220104
0.7	17.3189	23.4233	3	3	34.6378	46.8465	0	0	-0.181916	-0.219712
0.8	16.9607	22.9846	3	3	33.9213	45.9692	0	0	-0.179132	-0.219323
0.9	16.6075	22.5467	3	3	33.2151	45.0935	0	0	-0.176555	-0.218937
1	16.2592	22.1096	3	3	32.5185	44.2193	0	0	-0.174148	-0.218554
1.1	15.9155	21.6733	3	3	31.831	43.3466	0	0	-0.171886	-0.218174
1.2	15.576	21.2377	3	3	31.152	42.4754	0	0	-0.169749	-0.217795
1.3	15.2405	20.8029	3	3	30.4811	41.6057	0	0	-0.167719	-0.217419
1.4	14.909	20.3688	3	3	29.8179	40.7375	0	0	-0.165785	-0.217045
1.5	14.5811	19.9354	3	3	29.1622	39.8708	0	0	-0.163936	-0.216673
1.6	14.2568	19.5028	3	3	28.5135	39.0056	0	0	-0.162163	-0.216303
1.7	13.9358	19.0709	3	3	27.8717	38.1419	0	0	-0.160459	-0.215934
1.8	13.6182	18.6398	3	3	27.2364	37.2796	0	0	-0.158818	-0.215568
1.9	13.3037	18.2094	3	3	26.6075	36.4188	0	0	-0.157234	-0.215203
2	12.9923	17.7797	3	3	25.9847	35.5594	0	0	-0.155703	-0.21484
2.1	12.6839	17.3508	3	3	25.3678	34.7015	0	0	-0.15422	-0.214479
2.2	12.3783	16.9225	3	3	24.7567	33.8451	0	0	-0.152783	-0.214119
2.3	12.0756	16.495	3	3	24.1511	32.99	0	0	-0.151387	-0.213761
2.4	11.7755	16.0682	3	3	23.551	32.1364	0	0	-0.150031	-0.213404
2.5	11.4781	15.6421	3	3	22.9561	31.2842	0	0	-0.148712	-0.213049
