0	2.5589	1.3984	0	0
0.1	2.5589	1.3984	0.423413	0.444284
0.2	2.5589	1.3984	0.828044	0.702919
0.3	2.5589	1.3984	1.22135	0.907951
0.4	2.5589	1.3984	1.53898	1.06324
0.5	2.5589	1.3984	1.76995	1.18096
0.6	2.5589	1.3984	1.94086	1.26961
0.7	2.5589	1.3984	2.06742	1.33605
0.8	2.5589	1.3984	2.16144	1.38558
0.9	2.5589	1.3984	2.23153	1.42227
1	2.5589	1.3984	2.284	1.44922
1.1	2.5589	1.3984	2.32349	1.46881
1.2	2.5589	1.3984	2.3534	1.48284
1.3	2.5589	1.3984	2.37623	1.49268
1.4	2.5589	1.3984	2.39385	1.49938
1.5	2.5589	1.3984	2.40759	1.50372
1.6	2.5589	1.3984	2.41847	1.5063
1.7	2.5589	1.3984	2.42722	1.50757
1.8	2.5589	1.3984	2.43438	1.50786
1.9	2.5589	1.3984	2.44035	1.50743
2	2.5589	1.3984	2.44542	1.50648
2.1	2.5589	1.3984	2.44982	1.50515
2.2	2.5589	1.3984	2.45371	1.50355
2.3	2.5589	1.3984	2.45721	1.50176
2.4	2.5589	1.3984	2.46039	1.49984
2.5	2.5589	1.3984	2.46334	1.49784
2.6	2.5589	1.3984	2.46609	1.49579
2.7	2.5589	1.3984	2.46869	1.49371
2.8	2.5589	1.3984	2.47115	1.49163
2.9	2.5589	1.3984	2.47351	1.48956
3	2.5589	1.3984	2.47577	1.4875
3.1	2.5589	1.3984	2.47795	1.48548
3.2	2.5589	1.3984	2.48005	1.48348
3.3	2.5589	1.3984	2.48209	1.48151
3.4	2.5589	1.3984	2.48406	1.47959
3.5	2.5589	1.3984	2.48598	1.4777
3.6	2.5589	1.3984	2.48784	1.47585
3.7	2.5589	1.3984	2.48965	1.47404
3.8	2.5589	1.3984	2.49142	1.47226
3.9	2.5589	1.3984	2.49313	1.47053
4	2.5589	1.3984	2.4948	1.46884
4.1	2.5589	1.3984	2.49643	1.46719
4.2	2.5589	1.3984	2.49802	1.46557
4.3	2.5589	1.3984	2.49956	1.46399
4.4	2.5589	1.3984	2.50107	1.46245
4.5	2.5589	1.3984	2.50253	1.46094
4.6	2.5589	1.3984	2.50396	1.45947
4.7	2.5589	1.3984	2.50536	1.45803
4.8	2.5589	1.3984	2.50671	1.45663
4.9	2.5589	1.3984	2.50804	1.45526
5	2.5589	1.3984	2.50932	1.45392
5.1	2.5589	1.3984	2.51058	1.45261
5.2	2.5589	1.3984	2.51181	1.45133
5.3	2.5589	1.3984	2.513	1.45009
5.4	2.5589	1.3984	2.51416	1.44887
5.5	2.5589	1.3984	2.5153	1.44768
5.6	2.5589	1.3984	2.5164	1.44652
5.7	2.5589	1.3984	2.51748	1.44538
5.8	2.5589	1.3984	2.51853	1.44428
5.9	2.5589	1.3984	2.51955	1.44319
6	2.5589	1.3984	2.52055	1.44214
6.1	2.5589	1.3984	2.52152	1.44111
6.2	2.5589	1.3984	2.52247	1.4401
6.3	2.5589	1.3984	2.52339	1.43912
6.4	2.5589	1.3984	2.52429	1.43816
6.5	2.5589	1.3984	2.52517	1.43722
6.6	2.5589	1.3984	2.52603	1.4363
6.7	2.5589	1.3984	2.52686	1.43541
6.8	2.5589	1.3984	2.52767	1.43454
6.9	2.5589	1.3984	2.52846	1.43368
7	2.5589	1.3984	2.52923	1.43285
7.1	2.5589	1.3984	2.52999	1.43204
7.2	2.5589	1.3984	2.53072	1.43125
7.3	2.5589	1.3984	2.53143	1.43047
7.4	2.5589	1.3984	2.53213	1.42971
7.5	2.5589	1.3984	2.53281	1.42897
7.6	2.5589	1.3984	2.53347	1.42825
7.7	2.5589	1.3984	2.53411	1.42755
7.8	2.5589	1.3984	2.53474	1.42686
7.9	2.5589	1.3984	2.53536	1.42619
8	2.5589	1.3984	2.53595	1.42553
