0	28.853	20.802	3	3	57.706	41.604	0	0	14.4265	10.401
0.1	28.4296	20.3577	3	3	56.8592	40.7154	0	0	-0.211706	-0.222142
0.2	28.025	19.9143	3	3	56.0499	39.8286	0	0	-0.202315	-0.221713
0.3	27.6316	19.4717	3	3	55.2633	38.9434	0	0	-0.196656	-0.221302
0.4	27.2473	19.0299	3	3	54.4947	38.0598	0	0	-0.192158	-0.220898
0.5	26.8707	18.5889	3	3	53.7413	37.1778	0	0	-0.188331	-0.220499
0.6	26.5008	18.1487	3	3	53.0015	36.2974	0	0	-0.184958	-0.220104
0.7	26.1369	17.7093	3	3	52.2738	35.4185	0	0	-0.181916	-0.219712
0.8	25.7787	17.2706	3	3	51.5573	34.5412	0	0	-0.179132	-0.219323
0.9	25.4255	16.8327	3	3	50.8511	33.6655	0	0	-0.176555	-0.218937
1	25.0772	16.3956	3	3	50.1545	32.7913	0	0	-0.174148	-0.218554
1.1	24.7335	15.9593	3	3	49.467	31.9186	0	0	-0.171886	-0.218174
1.2	24.394	15.5237	3	3	48.788	31.0474	0	0	-0.169749	-0.217795
1.3	24.0585	15.0889	3	3	48.1171	30.1777	0	0	-0.167719	-0.217419
1.4	23.727	14.6548	3	3	47.4539	29.3095	0	0	-0.165785	-0.217045
1.5	23.3991	14.2214	3	3	46.7982	28.4428	0	0	-0.163936	-0.216673
1.6	23.0748	13.7888	3	3	46.1495	27.5776	0	0	-0.162163	-0.216303
1.7	22.7538	13.3569	3	3	45.5077	26.7139	0	0	-0.160459	-0.215934
1.8	22.4362	12.9258	3	3	44.8724	25.8516	0	0	-0.158818	-0.215568
1.9	22.1217	12.4954	3	3	44.2435	24.9908	0	0	-0.157234	-0.215203
2	21.8103	12.0657	3	3	43.6207	24.1314	0	0	-0.155703	-0.21484
2.1	21.5019	11.6368	3	3	43.0038	23.2735	0	0	-0.15422	-0.214479
2.2	21.1963	11.2085	3	3	42.3927	22.4171	0	0	-0.152783	-0.214119
2.3	20.8936	10.781	3	3	41.7871	21.562	0	0	-0.151387	-0.213761
2.4	20.5935	10.3542	3	3	41.187	20.7084	0	0	-0.150031	-0.213404
2.5	20.2961	9.9281	3	3	40.5921	19.8562	0	0	-0.148712	-0.213049
2.6	20.0012	9.50271	3	3	40.0024	19.0054	0	0	-0.147426	-0.212695
2.7	19.7089	9.07802	3	3	39.4177	18.156	0	0	-0.146174	-0.212343
2.8	19.419	8.65404	3	3	38.8379	17.3081	0	0	-0.144952	-0.211991
2.9	19.1315	8.23076	3	3	38.2629	16.4615	0	0	-0.143758	-0.211642
3	18.8463	7.80817	3	3	37.6925	15.6163	0	0	-0.142593	-0.211293
3.1	18.5634	7.38628	3	3	37.1267	14.7726	0	0	-0.141453	-0.210946
3.2	18.2827	6.96508	3	3	36.5654	13.9302	0	0	-0.140338	-0.2106
3.3	18.0042	6.54457	3	3	36.0084	13.0891	0	0	-0.139246	-0.210256
